reader,prompt_version,tag,label,sheet,id,filename,img_sha16,photo_type,item_on_scale,display_text,has_decimal,display_legible,display_unit_shown,package_text,package_qty,package_unit,notes
sonnet_c01,v1.0,sweep_c1,0016,sheet_004.jpg,6738,1775537487686.jpg,3df08d7c3682b84f,label_closeup,,,,not_visible,none_shown,Net Wt. 640 g,640.0,g,Angelina Super Loaf
sonnet_c01,v1.0,sweep_c1,0017,sheet_005.jpg,6346,1774501592429.jpg,b7e72d73f5af564e,label_closeup,,,,not_visible,none_shown,45g,45.0,g,printed as serving size on nutrition facts panel (1 serving per package); total package net weight not separately confirmed
sonnet_c01,v1.0,sweep_c1,0018,sheet_005.jpg,4869,1776043393623.jpg,5e6e551758e72a03,item_no_scale,,,,not_visible,none_shown,,,,"label variant among boxes, volume digits not visible in frame"
sonnet_c01,v1.0,sweep_c1,0019,sheet_005.jpg,8023,1776049802477.jpg,04835db2bafc06b3,label_closeup,,,,not_visible,none_shown,250g,250.0,g,"Champion Longganiza Roll, Virginia Food"
sonnet_c01,v1.0,sweep_c1,0020,sheet_005.jpg,9838,1773968504838.jpg,7a4f9936e35c903d,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0021,sheet_006.jpg,10609,1778466263402.jpg,c8ef90d471ef04d2,label_closeup,,,,not_visible,none_shown,150 GRAMS,150.0,g,Argentina Corned Beef can
sonnet_c01,v1.0,sweep_c1,0022,sheet_006.jpg,5237,1775875117430.jpg,e0dbc3c6b7c14e66,label_closeup,,,,not_visible,none_shown,60mL,60.0,mL,Selecta Boom Boom Cookies & Cream
sonnet_c01,v1.0,sweep_c1,0023,sheet_006.jpg,8654,1773887826102.jpg,401f14692af2c24c,scale_with_item,True,0.070,True,clear,none_shown,,,,
sonnet_c01,v1.0,sweep_c1,0024,sheet_006.jpg,6070,1774589741334.jpg,af921ff4dd8db9bc,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0025,sheet_007.jpg,4091,1776388139929.jpg,74aca4067b6675cf,label_closeup,,,,not_visible,none_shown,,,,"Net Wt. printed but digits not clearly legible, folded packaging"
sonnet_c01,v1.0,sweep_c1,0026,sheet_007.jpg,5648,1774487932497.jpg,13f9e191baae256c,item_no_scale,,,,not_visible,none_shown,375 ml,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0027,sheet_007.jpg,4779,1776385065597.jpg,98f6889629fd1fd8,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0028,sheet_007.jpg,10157,1774412067072.jpg,28b7cb55697c2285,label_closeup,,,,not_visible,none_shown,,,,"Selecta Rainbow Pop, no legible net quantity, price P10 visible only"
sonnet_c01,v1.0,sweep_c1,0029,sheet_008.jpg,4478,1776214259126.jpg,e682cea3c593a752,label_closeup,,,,not_visible,none_shown,Per Serving 100mL (1 serving per container),100.0,mL,serving size implies container size; separate net volume not printed on visible face
sonnet_c01,v1.0,sweep_c1,0030,sheet_008.jpg,5969,1774409741847.jpg,706f688f3fcd644e,label_closeup,,,,not_visible,none_shown,,,,Net Wt. printed but quantity digits obscured by wrapper fold/tear
sonnet_c01,v1.0,sweep_c1,0031,sheet_008.jpg,11170,1776824887273.jpg,17ba425492252c4a,item_no_scale,,,,not_visible,none_shown,375 ml,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0032,sheet_008.jpg,7784,1776478094390.jpg,53217c175fa6bc3c,label_closeup,,,,not_visible,none_shown,Net Wt. 640 g,640.0,g,Angelina Super Loaf
sonnet_c01,v1.0,sweep_c1,0033,sheet_009.jpg,6399,1774402907644.jpg,81b3f356bd3ae132,other,,,,not_visible,none_shown,NET WT. 200G,200.0,g,multiple snack packages in frame; reading legible Bossing Toginitos tag
sonnet_c01,v1.0,sweep_c1,0034,sheet_009.jpg,5939,1774410905753.jpg,6a21f325ae40257e,label_closeup,,,,not_visible,none_shown,Net Wt. 640 g,640.0,g,Angelina Super Loaf
sonnet_c01,v1.0,sweep_c1,0035,sheet_009.jpg,5256,1776043989643.jpg,3cbdadb7eac86282,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0036,sheet_009.jpg,2827,1776392360472.jpg,a273e57c1d84e7e9,item_no_scale,,,,not_visible,none_shown,,,,cream label variant; volume digits not clearly visible in frame
sonnet_c01,v1.0,sweep_c1,0037,sheet_010.jpg,4093,1776388970705.jpg,18aa5caf810471ab,other,,,,not_visible,none_shown,,,,"multiple items scattered in cluttered scene, no single legible weight/volume"
sonnet_c01,v1.0,sweep_c1,0038,sheet_010.jpg,3082,1776302259943.jpg,8914859da21ef25f,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,"Johnnie Walker Black Label bottle also visible in background, not focal item"
sonnet_c01,v1.0,sweep_c1,0039,sheet_010.jpg,1924,1777076642512.jpg,748f990e923a1153,item_no_scale,,,,not_visible,none_shown,375 ml,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0040,sheet_010.jpg,4613,1776305144864.jpg,634050ddef1a8df0,item_no_scale,,,,not_visible,none_shown,,,,packaging shows a volume figure but glare obscures leading digit(s); appears to end in '50 mL'
sonnet_c01,v1.0,sweep_c1,0041,sheet_011.jpg,1523,1777430069442.jpg,fb238710ecffedc2,item_no_scale,,,,not_visible,none_shown,500 mL,500.0,mL,"Tanduay Rhum Light, larger bottle"
sonnet_c01,v1.0,sweep_c1,0042,sheet_011.jpg,2264,1776395059581.jpg,e39e48fe3f8cfb44,item_no_scale,,,,not_visible,none_shown,290 mL,290.0,mL,Royal orange soda
sonnet_c01,v1.0,sweep_c1,0043,sheet_011.jpg,6876,1775528829981.jpg,79773f8016014f4a,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0044,sheet_011.jpg,10979,1776737958644.jpg,3b65c4b82a72a25e,other,,,,not_visible,none_shown,,,,cluttered freezer scene with multiple items; no legible weight/volume text
sonnet_c01,v1.0,sweep_c1,0045,sheet_012.jpg,7325,1774659753878.jpg,e219caad52115059,item_no_scale,,,,not_visible,none_shown,,,,volume text below frame edge (bottle panned/cropped)
sonnet_c01,v1.0,sweep_c1,0046,sheet_012.jpg,8839,1775779507786.jpg,290f66babd0af93b,scale_with_item,True,,,not_visible,none_shown,Net Volume: 65ml,65.0,mL,Joyday ice cream bar resting on scale; scale display not visible in frame
sonnet_c01,v1.0,sweep_c1,0047,sheet_012.jpg,6363,1774400853723.jpg,3c6705f9567c72d5,item_no_scale,,,,not_visible,none_shown,,,,"bottle held at angle, volume digits blurred"
sonnet_c01,v1.0,sweep_c1,0048,sheet_012.jpg,4060,1776309427143.jpg,a5b51b64113f5834,label_closeup,,,,not_visible,none_shown,Net Weight: 48 g,48.0,g,Wafello Italian Wafer Chocolate
sonnet_c01,v1.0,sweep_c1,0049,sheet_013.jpg,9228,1774317804725.jpg,ccec27e72aace74e,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0050,sheet_013.jpg,2915,1776735779565.jpg,9a1c31a566130ad4,item_no_scale,,,,not_visible,none_shown,190 mL,190.0,mL,Coca-Cola bottle
sonnet_c01,v1.0,sweep_c1,0051,sheet_013.jpg,5041,1775708484777.jpg,3860f251f9fd3ab8,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,Tanduay Rhum E.S.Q. Export Grade
sonnet_c01,v1.0,sweep_c1,0052,sheet_013.jpg,8228,1773971026011.jpg,f827a01f2fddb673,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0053,sheet_014.jpg,8650,1773885030131.jpg,f6c63fdd2268b791,scale_with_item,True,-0.160,True,clear,none_shown,,,,"negative value shown, possibly tare offset"
sonnet_c01,v1.0,sweep_c1,0054,sheet_014.jpg,2310,1779160189812.jpg,1b2ef76b24af68f2,item_no_scale,,,,not_visible,none_shown,750 mL,750.0,mL,"Tanduay Rhum Dark, larger bottle"
sonnet_c01,v1.0,sweep_c1,0055,sheet_014.jpg,2919,1776737567582.jpg,404256937c599072,item_no_scale,,,,not_visible,none_shown,290mL,290.0,mL,Sting Strawberry Flavor
sonnet_c01,v1.0,sweep_c1,0056,sheet_014.jpg,8026,1775885882663.jpg,322b75f3bd42269b,label_closeup,,,,not_visible,none_shown,Net Wt. 250g,250.0,g,multiple hotdog packages present; reading the focal held package
sonnet_c01,v1.0,sweep_c1,0057,sheet_015.jpg,8029,1778900102234.jpg,59e5d08e8ed1a74a,label_closeup,,,,not_visible,none_shown,,,,"Net Wt. printed but digits folded/obscured; possibly same brand/size as #0056, not independently confirmed"
sonnet_c01,v1.0,sweep_c1,0058,sheet_015.jpg,3077,1776218813867.jpg,1ec0da4420002d89,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0059,sheet_015.jpg,6501,1774054009423.jpg,68fc7472daa4b170,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,some glare on label
sonnet_c01,v1.0,sweep_c1,0060,sheet_015.jpg,1190,1778035448649.jpg,05fccd84084124fe,item_no_scale,,,,not_visible,none_shown,700mL,700.0,mL,GSM Blue Mojito flavored spirit
sonnet_c01,v1.0,sweep_c1,0061,sheet_016.jpg,4616,1776382106995.jpg,320245019e6b916c,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,"1521 S.T.L. Premium Light Brandy, bottle lying down"
sonnet_c01,v1.0,sweep_c1,0062,sheet_016.jpg,5267,1775873644323.jpg,2b719003ebb6a98f,item_no_scale,,,,not_visible,none_shown,,,,volume digits area covered by hand/sticker
sonnet_c01,v1.0,sweep_c1,0063,sheet_016.jpg,56,1778472860477.jpg,84956a604d020050,label_closeup,,,,not_visible,none_shown,Net Wt. 450 g,450.0,g,Angelina Medium Loaf
sonnet_c01,v1.0,sweep_c1,0064,sheet_016.jpg,1048,1777944270901.jpg,0320294a9ee1cea0,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,Tanduay Rhum Light
sonnet_c01,v1.0,sweep_c1,0065,sheet_017.jpg,8487,1775786753695.jpg,3d994de85059cd93,label_closeup,,,,not_visible,none_shown,100ml,100.0,mL,Alice Sorbetes Ube Time
sonnet_c01,v1.0,sweep_c1,0066,sheet_017.jpg,8206,1773968364051.jpg,4ce71b0ffc5394b9,item_no_scale,,,,not_visible,none_shown,355ml,355.0,mL,"small text near neck, read with moderate confidence"
sonnet_c01,v1.0,sweep_c1,0067,sheet_017.jpg,5258,1776045521734.jpg,76083f2078b8c381,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,Tanduay Rhum Light
sonnet_c01,v1.0,sweep_c1,0068,sheet_017.jpg,3942,1775700851614.jpg,e66e64ff37481775,label_closeup,,,,not_visible,none_shown,Net Wt. 640 g,640.0,g,Angelina Super Loaf
sonnet_c01,v1.0,sweep_c1,0069,sheet_018.jpg,5803,1774405395445.jpg,0ed52d01dc41e1fc,label_closeup,,,,not_visible,none_shown,,,,Pinoy Classics Pinipig Strawberry; small nutrition panel visible but total net weight not clearly legible
sonnet_c01,v1.0,sweep_c1,0070,sheet_018.jpg,10336,1774662091870.jpg,63db5268804d5046,label_closeup,,,,not_visible,none_shown,Net Wt. 250 g,250.0,g,"partially obscured by packaging fold, read with moderate confidence"
sonnet_c01,v1.0,sweep_c1,0071,sheet_018.jpg,7095,1774056271849.jpg,bb40fcebab7a5efe,scale_with_item,True,,,not_visible,none_shown,Net Wt. 250g,250.0,g,scale display cropped out of frame
sonnet_c01,v1.0,sweep_c1,0072,sheet_018.jpg,7775,1776477352231.jpg,e92da750f436e123,item_no_scale,,,,not_visible,none_shown,,,,volume text at bottom too small/blurred to read confidently
sonnet_c01,v1.0,sweep_c1,0073,sheet_019.jpg,5649,1774486983297.jpg,32b9e0a5ea8e85a0,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,Tanduay Rhum E.S.Q. Dark
sonnet_c01,v1.0,sweep_c1,0074,sheet_019.jpg,3338,1776304538746.jpg,83af49b0b0c7a730,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0075,sheet_019.jpg,11109,1777424044850.jpg,a6e702ddcb31ff58,label_closeup,,,,not_visible,none_shown,Net Wt.: 250g,250.0,g,Winner Cooked Ham
sonnet_c01,v1.0,sweep_c1,0076,sheet_019.jpg,8986,1773970926154.jpg,7593a5472bbfef04,item_no_scale,,,,not_visible,none_shown,,,,"multiple bottles, front bottle backlit; volume text not confidently legible"
sonnet_c01,v1.0,sweep_c1,0077,sheet_020.jpg,8860,1775783206410.jpg,c402041c2121fe20,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0078,sheet_020.jpg,5749,1774575962254.jpg,6733c8d9c1e24ae4,label_closeup,,,,not_visible,none_shown,NET WT. 1.0K,1.0,kg,printed as '1.0K' on Sunny Hotdog Regular package
sonnet_c01,v1.0,sweep_c1,0079,sheet_020.jpg,10331,1774576353834.jpg,90845f8e278d7498,label_closeup,,,,not_visible,none_shown,Net Wt.: 250g,250.0,g,multiple hotdog packages present; reading the focal Champion Jumbo package
sonnet_c01,v1.0,sweep_c1,0080,sheet_020.jpg,7496,1774070950784.jpg,2d642ac22bd7a62a,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,Tanduay Rhum Light
sonnet_c01,v1.0,sweep_c1,0081,sheet_021.jpg,5264,1776045657960.jpg,3fd0c2b14a5dbaca,item_no_scale,,,,not_visible,none_shown,,,,volume text too small to read confidently
sonnet_c01,v1.0,sweep_c1,0082,sheet_021.jpg,10176,1774403325152.jpg,87ef048e35b18094,item_no_scale,,,,not_visible,none_shown,,,,"smaller bottle, volume digits obscured by glare"
sonnet_c01,v1.0,sweep_c1,0083,sheet_021.jpg,3589,1775612599609.jpg,70766746d8f9863d,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,"Gardenia bread also visible in background, not focal item"
sonnet_c01,v1.0,sweep_c1,0084,sheet_021.jpg,10987,1776738160874.jpg,c648875188c00e8d,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0085,sheet_022.jpg,10042,1773801901250.jpg,83ba0d91d684d5ec,scale_with_item,True,0.055,True,clear,none_shown,,,,
sonnet_c01,v1.0,sweep_c1,0086,sheet_022.jpg,8664,1773887620896.jpg,56674d82d89cef79,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0087,sheet_022.jpg,5942,1774487641705.jpg,c105f7a1dafc2a3e,scale_with_item,True,,,not_visible,none_shown,Net Wt. 450 g,450.0,g,"Angelina Medium Loaf on scale, display not visible in frame"
sonnet_c01,v1.0,sweep_c1,0088,sheet_022.jpg,3938,1775791211912.jpg,a34074306297a8ed,other,,,,not_visible,none_shown,1000 mL,1000.0,mL,"multiple bottles present (UFC sauce, Tanduay Rhum 375 mL also visible); reading the most prominent legible quantity on the cola-type bottle"
sonnet_c01,v1.0,sweep_c1,0089,sheet_023.jpg,6623,1773797838490.jpg,2d4e2b9d4bada34a,scale_with_item,True,,,ambiguous,none_shown,,,,"digits partially visible, reads approximately '88.xx' but not confidently resolved"
sonnet_c01,v1.0,sweep_c1,0090,sheet_023.jpg,5384,1774580458824.jpg,e4162b40b5348f98,item_no_scale,,,,not_visible,none_shown,,,,"label bottom cropped out of frame, volume text not visible"
sonnet_c01,v1.0,sweep_c1,0091,sheet_023.jpg,7063,1774324236086.jpg,163ee4d3075a5ec6,label_closeup,,,,not_visible,none_shown,Net Wt. 640 g,640.0,g,"multiple loaves present, reading legible tag on one bag"
sonnet_c01,v1.0,sweep_c1,0092,sheet_023.jpg,8035,1775885678386.jpg,3b4144179dcfd06d,label_closeup,,,,not_visible,none_shown,NET WT.: 1 kg,1.0,kg,Big Shot Hotdog Sweet Style Jumbo
sonnet_c01,v1.0,sweep_c1,0093,sheet_024.jpg,6004,1774593848071.jpg,ece1a71559d2654b,scale_with_item,True,0.090,True,clear,none_shown,,,,garlic bulbs on scale
sonnet_c01,v1.0,sweep_c1,0094,sheet_024.jpg,9226,1774315915816.jpg,40107a8ead52362b,item_no_scale,,,,not_visible,none_shown,,,,"smaller bottle variant, faint volume text ~2xx mL, not confidently resolved"
sonnet_c01,v1.0,sweep_c1,0095,sheet_024.jpg,9236,1774317848611.jpg,44084292e028fb1f,item_no_scale,,,,not_visible,none_shown,,,,"distinct glass bottle shape, volume text present but not legible at this resolution"
sonnet_c01,v1.0,sweep_c1,0096,sheet_024.jpg,8374,1775707002722.jpg,b700a5fd2c54f39e,item_no_scale,,,,not_visible,none_shown,,,,"Emperador Original Classic Brandy Liqueur; volume text below visible label portion, obscured by hand"
sonnet_c01,v1.0,sweep_c1,0097,sheet_025.jpg,10161,1774490421972.jpg,52e9a10b52dce23b,label_closeup,,,,not_visible,none_shown,60mL,60.0,mL,Selecta Watermelon Slice
sonnet_c01,v1.0,sweep_c1,0098,sheet_025.jpg,6872,1778814797759.jpg,0ffeda78cae91f2f,label_closeup,,,,not_visible,none_shown,Net Weight: 55 ml,55.0,mL,Aice Milk Melon
sonnet_c01,v1.0,sweep_c1,0099,sheet_025.jpg,6888,1775528873503.jpg,897bfc216b96d2b5,item_no_scale,,,,not_visible,none_shown,750 mL,750.0,mL,"Tanduay Rhum Dark, larger bottle"
sonnet_c01,v1.0,sweep_c1,0100,sheet_025.jpg,5614,1774488239826.jpg,933351570315333b,label_closeup,,,,not_visible,none_shown,,,,Rebisco Family Flavor Bunch; net weight printed at top edge but cropped out of frame
sonnet_c01,v1.0,sweep_c1,0101,sheet_026.jpg,6869,1775534740777.jpg,48184d75d01565b0,label_closeup,,,,not_visible,none_shown,Net Weight: 50 ml,50.0,mL,Aice Chocolate Stick
sonnet_c01,v1.0,sweep_c1,0102,sheet_026.jpg,4471,1776138601469.jpg,9b487223ca0fca1a,other,,,,not_visible,none_shown,,,,ice cream bar behind glass reflection; reflective surface obscures package text
sonnet_c01,v1.0,sweep_c1,0103,sheet_026.jpg,10600,1777269676396.jpg,3611ccf4486d7b96,label_closeup,,,,not_visible,none_shown,Net Wt. 640 g,640.0,g,"Angelina Party Loaf, rainbow-colored bread"
sonnet_c01,v1.0,sweep_c1,0104,sheet_026.jpg,6616,1773797464472.jpg,270827543e8e8bc0,scale_with_item,True,0.060,True,clear,none_shown,,,,Crispy Balls chocolate snack on scale
sonnet_c01,v1.0,sweep_c1,0105,sheet_027.jpg,531,1777428403137.jpg,b38168062cab9ca7,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0106,sheet_027.jpg,7779,1776648034424.jpg,0b0d43a5bcec4cea,item_no_scale,,,,not_visible,none_shown,,,,viewing back/side panel of bottle; volume figure not visible in this crop
sonnet_c01,v1.0,sweep_c1,0107,sheet_027.jpg,1070,1777946468229.jpg,b79e616c408383fb,label_closeup,,,,not_visible,none_shown,NET WT. 300g,300.0,g,NeuBake White Bread
sonnet_c01,v1.0,sweep_c1,0108,sheet_027.jpg,6614,1773797426003.jpg,0df1d8d1b7e65003,scale_with_item,True,-0.040,True,clear,none_shown,,,,"leading dash visible, possibly tare/negative indicator; Choco Malt snack bar on scale"
sonnet_c01,v1.0,sweep_c1,0109,sheet_028.jpg,5838,1774411745837.jpg,eef92b9b2d699371,label_closeup,,,,not_visible,none_shown,NET WT. 250g,250.0,g,Sunny Hotdog Jumbo
sonnet_c01,v1.0,sweep_c1,0110,sheet_028.jpg,5635,1774487845654.jpg,e0fffeef2801b8c1,item_no_scale,,,,not_visible,none_shown,150ml,150.0,mL,"Coca-Cola bottle, read from small sticker near cap, moderate confidence"
sonnet_c01,v1.0,sweep_c1,0111,sheet_028.jpg,10162,1774404519664.jpg,ce6a2b4f65e5670b,label_closeup,,,,not_visible,none_shown,60mL,60.0,mL,"Selecta Watermelon Slice, price tag P10 also visible"
sonnet_c01,v1.0,sweep_c1,0112,sheet_028.jpg,4201,1775879072680.jpg,878e0ec0b210e378,item_no_scale,,,,not_visible,none_shown,,,,back label showing cocktail recipe; front volume label not visible in this crop
sonnet_c01,v1.0,sweep_c1,0113,sheet_029.jpg,2811,1778902498104.jpg,ab9516b97a801143,scale_with_item,True,0.070,True,clear,none_shown,,,,
sonnet_c01,v1.0,sweep_c1,0114,sheet_029.jpg,8030,1775885356539.jpg,0cf954560b874a89,label_closeup,,,,not_visible,none_shown,Net Wt.: 250g,250.0,g,Champion Chicken Hotdog Jumbo
sonnet_c01,v1.0,sweep_c1,0115,sheet_029.jpg,6677,1775525820057.jpg,1034fd283397cfc2,scale_with_item,True,-0.175,True,clear,none_shown,,,,leading dash visible; leafy vegetables on scale
sonnet_c01,v1.0,sweep_c1,0116,sheet_029.jpg,1177,1778034717177.jpg,cb01899045cca6d5,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0117,sheet_030.jpg,6887,1778815236320.jpg,0ea6403282f48218,item_no_scale,,,,not_visible,none_shown,750 mL,750.0,mL,"Tanduay Rhum Dark, larger bottle"
sonnet_c01,v1.0,sweep_c1,0118,sheet_030.jpg,5378,1774580584508.jpg,cba43c07ca3381d8,label_closeup,,,,not_visible,none_shown,450mL,450.0,mL,"ice cream tub; Nutrition Facts panel also shows 4 servings per container, 100ml serving size"
sonnet_c01,v1.0,sweep_c1,0119,sheet_030.jpg,11176,1776825735809.jpg,a8b47efdf383ec79,item_no_scale,,,,not_visible,none_shown,375 mL,375.0,mL,
sonnet_c01,v1.0,sweep_c1,0120,sheet_030.jpg,5028,1775788706512.jpg,6580954771ee4ad6,label_closeup,,,,not_visible,none_shown,35ml,35.0,mL,Selecta Ice Pop
sonnet_c01,v1.0,sweep_c1,0121,sheet_031.jpg,5061,1775704365418.jpg,a3af6a7275776e00,label_closeup,,,,not_visible,none_shown,Net Wt. 450 g,450.0,g,Angelina Medium Loaf
sonnet_c01,v1.0,sweep_c1,0122,sheet_031.jpg,536,1777429357482.jpg,99e139232f4abff5,item_no_scale,,,,not_visible,none_shown,,,,standard Light label; volume digits too small to resolve confidently at this angle
sonnet_c01,v1.0,sweep_c1,0123,sheet_031.jpg,10582,1777271568490.jpg,39e55be896ea01b4,label_closeup,,,,not_visible,none_shown,,,,Boom Boom Chocolate; top of package where volume is normally printed is cropped out of frame
sonnet_c01,v1.0,sweep_c1,0124,sheet_031.jpg,381,1777345409391.jpg,48b401b59f21bf63,label_closeup,,,,not_visible,none_shown,NET WT. 30g x 10 (300g),300.0,g,"Fita Crackers, printed as individual 30g x 10 packs"
sonnet_c01,v1.0,sweep_c1,0125,sheet_032.jpg,5027,1775711345221.jpg,ad34a553560af50e,other,,,,not_visible,none_shown,,,,Miki-Miki Choco snack; small text on wrapper not legible at this resolution
sonnet_c01,v1.0,sweep_c1,0126,sheet_032.jpg,6884,1775610420807.jpg,92faf333d013656a,item_no_scale,,,,not_visible,none_shown,750 mL,750.0,mL,"Tanduay Rhum Dark, larger bottle"
sonnet_c01,v1.0,sweep_c1,0127,sheet_032.jpg,5042,1775708519463.jpg,c7e5b1c636ec3bdb,item_no_scale,,,,not_visible,none_shown,750 mL,750.0,mL,"Tanduay Rhum Dark, bottle lying down"
sonnet_c01,v1.0,sweep_c1,0128,sheet_032.jpg,8880,1775709284179.jpg,189083699ffd1ebf,label_closeup,,,,not_visible,none_shown,Net Wt. 640 g,640.0,g,"multiple loaves visible, reading consistent tag across several bags"
sonnet_c01,v1.0,sweep_c1,0129,sheet_033.jpg,3033,1776227231095.jpg,224bf3c4e9fc9d0d,label_closeup,,,,not_visible,none_shown,NET WT. 3.17 oz (90g),90.0,g,also printed as 3.17 oz; Chicharron ni Mang Juan
sonnet_c01,v1.0,sweep_c1,0130,sheet_033.jpg,5236,1776037418184.jpg,84749992bf5258b3,label_closeup,,,,not_visible,none_shown,85 ml,85.0,mL,Aice Sweet Corn; other Aice flavors also visible but not focal/legible
sonnet_c01,v1.0,sweep_c1,0131,sheet_033.jpg,6885,1775549609232.jpg,401c75faf75b4111,item_no_scale,,,,not_visible,none_shown,,,,"large bottle format similar to 750 mL variants seen elsewhere, digits not clearly resolved in this crop"
