id,check,tier,priority,reason,has_photo,filename,photo_path,obs_type,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,pull_item,pull_nsu_unit,rawtick,raw_weight,dim,corrected_weight,snap_rule,flat_group,nobs,nven,is_rep,queue_flag,queue_tier,already
50,1,must,3,"4A flat group: 3+ vendors, one value",1,1778473689491.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778473689491.jpg,large_size,AKLAN,ALTAVAS,Altavas Public Market,NG's Variety Store,P5VNXJGM,Loaf Bread,Large,,,,,,18,4,4,0,,,0
54,1,must,1,"4A flat group: 3+ vendors, one value",1,1778468656686.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778468656686.jpg,medium_size,AKLAN,ALTAVAS,Poblacion Altavas Roadside,Altavas Sari Sari Store,267KBI1T,Loaf Bread,Medium,,,,,,19,4,4,1,,,0
55,1,must,3,"4A flat group: 3+ vendors, one value",1,1778473772789.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778473772789.jpg,medium_size,AKLAN,ALTAVAS,Altavas Public Market,NG's Variety Store,3MBYD38K,Loaf Bread,Medium,,,,,,19,4,4,0,,,0
56,1,must,3,"4A flat group: 3+ vendors, one value",1,1778472860477.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778472860477.jpg,medium_size,AKLAN,ALTAVAS,Altavas Public Market,MJ Store,ULGWLFRP,Loaf Bread,Medium,,,,,,19,4,4,0,,,0
57,1,must,3,"4A flat group: 3+ vendors, one value",1,1778471914062.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778471914062.jpg,medium_size,AKLAN,ALTAVAS,Poblacion Altavas Talipapa,Murayan Corner,ZEXX511R,Loaf Bread,Medium,,,,,,19,4,4,0,,,0
141,1,must,1,"4A flat group: 3+ vendors, one value",1,1778201901035.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778201901035.jpg,medium_size,AKLAN,BANGA,Banga Public Market,Remelyn's Store,BV16TOKK,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,36,6,6,1,,,1
142,1,must,2,4B liquid ticked as a mass,1,1778125537873.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778125537873.jpg,medium_size,AKLAN,BANGA,Libas Banga Roadside,I and L Sari Sari Store,FERBYJB2,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,,1
143,1,must,2,4B liquid ticked as a mass,1,1778207690143.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778207690143.jpg,medium_size,AKLAN,BANGA,Libas Banga Roadside,PJ Store,IVNW1BC2,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,,1
144,1,must,2,4B liquid ticked as a mass,1,1778206713992.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778206713992.jpg,medium_size,AKLAN,BANGA,Libas Banga Roadside,Dionesio Store,W9GF3B39,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,,1
145,1,must,2,4B liquid ticked as a mass,1,1778208055011.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778208055011.jpg,medium_size,AKLAN,BANGA,Libas Banga Talipapa,Dante Store,XAJZ6LW2,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,,1
146,1,must,2,4B liquid ticked as a mass,1,1778126959908.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778126959908.jpg,medium_size,AKLAN,BANGA,Banga Public Market,Daki Store,ZTRR8X8N,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,,1
147,1,must,1,"4A flat group: 3+ vendors, one value",1,1778201828553.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778201828553.jpg,large_size,AKLAN,BANGA,Banga Public Market,Remelyn's Store,2MW0IK32,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,37,7,7,1,,,1
148,1,must,2,4B liquid ticked as a mass,1,1778125483806.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778125483806.jpg,large_size,AKLAN,BANGA,Brgy.Mambog Banga Roadside,I and L Sari Sari Store,3G9A47TL,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
149,1,must,2,4B liquid ticked as a mass,1,1778206671843.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778206671843.jpg,large_size,AKLAN,BANGA,Libas Banga Roadside,Dionesio Store,944SN9D9,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
150,1,must,2,4B liquid ticked as a mass,1,1778119593570.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778119593570.jpg,large_size,AKLAN,BANGA,Banga Public Market,Abayon Grocery Commercial,F1POFNIB,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
151,1,must,2,4B liquid ticked as a mass,1,1778126894676.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778126894676.jpg,large_size,AKLAN,BANGA,Banga Public Market,Daki Store,JI6145KK,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
152,1,must,2,4B liquid ticked as a mass,1,1778207997203.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778207997203.jpg,large_size,AKLAN,BANGA,Libas Banga Talipapa,Dante Store,M240JV0I,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
153,1,must,2,4B liquid ticked as a mass,1,1778207630817.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778207630817.jpg,large_size,AKLAN,BANGA,Libas Banga Roadside,PJ Store,M6462FRM,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
251,1,must,1,"4A flat group: 3+ vendors, one value",1,1777690412955.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777690412955.jpg,medium_size,AKLAN,BATAN,"Os-rox Street, Batan",Abe's Store,5ZC6HA4L,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,66,3,3,1,,,0
252,1,must,3,"4A flat group: 3+ vendors, one value",1,1777947354203.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777947354203.jpg,medium_size,AKLAN,BATAN,"Os-rox Street, Batan","Jacinto, Enterprise",CVIP89V4,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,66,3,3,0,,,0
253,1,must,3,"4A flat group: 3+ vendors, one value",1,1777608509595.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777608509595.jpg,medium_size,AKLAN,BATAN,"Os-rox Street, Batan",JGV Store,LC7QJI7M,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,66,3,3,0,,,0
361,1,must,1,4B dual-ticked case,1,1777352194077.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777352194077.jpg,mp25_price,AKLAN,BURUANGA,Brgy.Tigum Buruanga Talipapa,Dak Dak Mini Store,3D5HHDRI,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
362,1,must,1,4B dual-ticked case,1,1777352359477.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777352359477.jpg,mp50_price,AKLAN,BURUANGA,Brgy.Tigum Buruanga Talipapa,Dak Dak Mini Store,3D5HHDRI,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
363,1,must,1,4B dual-ticked case,1,1777352442145.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777352442145.jpg,mp75_price,AKLAN,BURUANGA,Brgy.Tigum Buruanga Talipapa,Dak Dak Mini Store,3D5HHDRI,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
364,1,must,1,4B dual-ticked case,1,1777265473503.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777265473503.jpg,mp25_price,AKLAN,BURUANGA,Buruanga Public Market,Abby Variety Store,59EQHA1D,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
365,1,must,1,4B dual-ticked case,1,1777265619164.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777265619164.jpg,mp50_price,AKLAN,BURUANGA,Buruanga Public Market,Abby Variety Store,59EQHA1D,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
366,1,must,1,4B dual-ticked case,1,1777265670677.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777265670677.jpg,mp75_price,AKLAN,BURUANGA,Buruanga Public Market,Abby Variety Store,59EQHA1D,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
367,1,must,1,4B dual-ticked case,1,1777268451271.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777268451271.jpg,mp25_price,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Alex Store,6231XDCI,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
368,1,must,1,4B dual-ticked case,1,1777268519092.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777268519092.jpg,mp50_price,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Alex Store,6231XDCI,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
369,1,must,1,4B dual-ticked case,1,1777268567002.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777268567002.jpg,mp75_price,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Alex Store,6231XDCI,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
370,1,must,1,4B dual-ticked case,1,1777353538719.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777353538719.jpg,mp25_price,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Japis Store,6UL1PUWX,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,1
371,1,must,1,4B dual-ticked case,1,1777353590886.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777353590886.jpg,mp50_price,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Japis Store,6UL1PUWX,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
372,1,must,1,4B dual-ticked case,1,1777353668351.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777353668351.jpg,mp75_price,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Japis Store,6UL1PUWX,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
373,1,must,1,4B dual-ticked case,1,1777263980383.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777263980383.jpg,mp25_price,AKLAN,BURUANGA,Buruanga Public Market,Samantha Mae Store,9HQHDRIJ,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,1
374,1,must,1,4B dual-ticked case,1,1777264071366.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777264071366.jpg,mp50_price,AKLAN,BURUANGA,Buruanga Public Market,Samantha Mae Store,9HQHDRIJ,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
375,1,must,1,4B solid ticked as Litres,1,1777264173054.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777264173054.jpg,mp75_price,AKLAN,BURUANGA,Buruanga Public Market,Samantha Mae Store,9HQHDRIJ,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,1
376,1,must,1,4B dual-ticked case,1,1777349069612.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777349069612.jpg,mp25_price,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Aileen's Sari-Sari Store,HIACVBA1,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
377,1,must,1,4B dual-ticked case,1,1777349119131.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777349119131.jpg,mp50_price,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Aileen's Sari-Sari Store,HIACVBA1,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,1
378,1,must,1,4B dual-ticked case,1,1777349143406.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777349143406.jpg,mp75_price,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Aileen's Sari-Sari Store,HIACVBA1,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
379,1,must,1,4B dual-ticked case,1,1777345337232.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777345337232.jpg,mp25_price,AKLAN,BURUANGA,Alegria Buruanga Roadside,Chloe Cleo Store,MADQCOGZ,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
380,1,must,1,4B solid ticked as Litres,1,1777345381826.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777345381826.jpg,mp50_price,AKLAN,BURUANGA,Alegria Buruanga Roadside,Chloe Cleo Store,MADQCOGZ,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,1
381,1,must,1,4B dual-ticked case,1,1777345409391.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777345409391.jpg,mp75_price,AKLAN,BURUANGA,Alegria Buruanga Roadside,Chloe Cleo Store,MADQCOGZ,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
382,1,must,1,4B dual-ticked case,1,1777347062393.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777347062393.jpg,mp25_price,AKLAN,BURUANGA,Brgy.Tigum Buruanga Talipapa,Quecon Convenient Store,ZV8PPOD6,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
383,1,must,1,4B dual-ticked case,1,1777347101481.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777347101481.jpg,mp50_price,AKLAN,BURUANGA,Brgy.Tigum Buruanga Talipapa,Quecon Convenient Store,ZV8PPOD6,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
384,1,must,1,4B dual-ticked case,1,1777347158989.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777347158989.jpg,mp75_price,AKLAN,BURUANGA,Brgy.Tigum Buruanga Talipapa,Quecon Convenient Store,ZV8PPOD6,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,,,,,,,,,,,,0
390,1,must,1,"4A flat group: 3+ vendors, one value",1,1777268272993.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777268272993.jpg,medium_size,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Alex Store,2HOE0HBX,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,96,8,8,1,,,1
391,1,must,2,4B liquid ticked as a mass,1,1777345467427.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777345467427.jpg,medium_size,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Chloe Cleo Store,6495FTWN,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,,1
392,1,must,2,4B liquid ticked as a mass,1,1777347263067.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777347263067.jpg,medium_size,AKLAN,BURUANGA,Brgy.Tigum Buruanga Talipapa,Quecon Convenient Store,AN4GNO8Y,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,,1
393,1,must,2,4B liquid ticked as a mass,1,1777346083586.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777346083586.jpg,medium_size,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Abby Variety Store,CRB6CP4C,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,,1
394,1,must,2,4B liquid ticked as a mass,1,1777351913450.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777351913450.jpg,small_size,AKLAN,BURUANGA,Brgy.Tigum Buruanga Talipapa,Dak Dak Mini Store,DE4JC3JZ,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,,1
395,1,must,2,4B liquid ticked as a mass,1,1777265414022.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777265414022.jpg,medium_size,AKLAN,BURUANGA,Buruanga Public Market,Abby Variety Store,MUYLJDTD,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,,1
396,1,must,2,4B liquid ticked as a mass,1,1777348954310.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777348954310.jpg,medium_size,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Aileen's Sari-Sari Store,R5H9HC1G,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,,1
397,1,must,2,4B liquid ticked as a mass,1,1777263761511.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777263761511.jpg,medium_size,AKLAN,BURUANGA,Buruanga Public Market,Samantha Mae Store,UPL1PJ23,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,,1
398,1,must,2,4B liquid ticked as a mass,1,1777347785934.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777347785934.jpg,medium_size,AKLAN,BURUANGA,Alegria Buruanga Talipapa,Pamana Association Variety Store,YFUGLZYQ,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,,1
399,1,must,1,"4A flat group: 3+ vendors, one value",1,1777263705919.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777263705919.jpg,large_size,AKLAN,BURUANGA,Buruanga Public Market,Samantha Mae Store,7J9LEHWZ,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,98,9,9,1,,,1
400,1,must,2,4B liquid ticked as a mass,1,1777346037443.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777346037443.jpg,large_size,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Abby Variety Store,D4VTFEES,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
401,1,must,2,4B liquid ticked as a mass,1,1777352908762.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777352908762.jpg,large_size,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Japis Store,GI804AC1,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
402,1,must,2,4B liquid ticked as a mass,1,1777351827659.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777351827659.jpg,large_size,AKLAN,BURUANGA,Alegria Buruanga Talipapa,Dak Dak Mini Store,J1LTAASE,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
403,1,must,2,4B liquid ticked as a mass,1,1777265375758.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777265375758.jpg,large_size,AKLAN,BURUANGA,Buruanga Public Market,Abby Variety Store,JNR4FJQU,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
404,1,must,2,4B liquid ticked as a mass,1,1777348887027.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777348887027.jpg,large_size,AKLAN,BURUANGA,Alegria Buruanga Roadside,Aileen's Sari-Sari Store,KE7VT61P,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
405,1,must,2,4B liquid ticked as a mass,1,1777268226058.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777268226058.jpg,large_size,AKLAN,BURUANGA,Pasadero St.Poblacion Roadside,Alex Store,LZK1VG7K,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,,1
