pull_province,pull_item,pull_municipal_city,harmonized_nsu_unit,p_g,conv_rank,corrected_unit,d_reclassified,k_use,n_points,d_point_usable,unusable_why,w_g,n_g,n_disputed,n_flagged,n_uncertain,group_id,n_filled,n_empty,branch,w_use,v_use,hetero_code,n_cpi_vals,psps_month,infl_factor,share_uncertain
AKLAN,"prawns, lobster, shrimp",ALTAVAS,tumpok,40,1,g,1,1,2,1,,135,3,0,0,0,1,1,0,size-based,135,.2962962962962963,,,,,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",ALTAVAS,pieces or units,12,,g,0,,1,1,,70,3,0,0,0,1,,,price-quantity,71.15511551155114,.1686456400742115,municipality_median,1,2024m1,1.016501650165016,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",ALTAVAS,pieces or units,12,,g,0,,1,1,,70,3,0,0,0,1,,,price-quantity,71.3907284768212,.1680890538033395,municipality_median,1,2024m2,1.019867549668874,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",ALTAVAS,pieces or units,12,,g,0,,1,1,,70,3,0,0,0,1,,,price-quantity,68.44444444444444,.1753246753246753,municipality_median,1,2024m3,.9777777777777777,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",ALTAVAS,pieces or units,12,,g,0,,1,1,,70,3,0,0,0,1,,,price-quantity,67.7561256219323,.1771057581857317,municipality_median,1,2024m4,.9679446517418899,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",ALTAVAS,pieces or units,12,,g,0,,1,1,,70,3,0,0,0,1,,,price-quantity,67.54385706607151,.1776623444566037,municipality_median,1,2024m5,.9649122438010216,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",ALTAVAS,putos,80,1,g,0,3,3,1,,240,2,0,0,0,1,3,0,size-based,240,.3333333333333333,,,,,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",ALTAVAS,putos,115,2,g,0,3,3,1,,360,1,0,0,0,2,3,0,size-based,360,.3194444444444444,,,,,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",ALTAVAS,putos,152.5,3,g,0,3,3,1,,1000,1,0,1,1,3,3,0,size-based,1000,.1525,,,,,1
AKLAN,cabbage,BANGA,pieces or units,54.625,1,g,0,2,2,1,,475,9,0,0,0,1,2,0,size-based,475,.115,,,,,0
AKLAN,cabbage,BANGA,pieces or units,105.25,2,g,0,2,2,1,,950,9,0,1,1,2,2,0,size-based,950,.1107894736842105,,,,,.1111111111111111
AKLAN,camote tops,BANGA,bundle,30,1,g,1,1,1,1,,1080,9,8,3,8,1,1,0,size-based,1080,.0277777777777778,,,,,.8888888888888888
AKLAN,carrot,BANGA,pieces or units,32.5,1,g,0,1,1,1,,140,16,0,1,1,1,1,0,size-based,140,.2321428571428572,,,,,.0625
AKLAN,chicken,BANGA,pieces or units,200,1,g,0,2,2,1,,187.5,4,0,0,0,1,2,0,size-based,187.5,1.066666666666667,,,,,0
AKLAN,chicken,BANGA,pieces or units,335,2,g,0,2,2,1,,560,3,1,2,2,2,2,0,size-based,560,.5982142857142857,,,,,.6666666666666666
AKLAN,chicken,BANGA,whole (chicken),197.5,1,g,0,2,2,1,,1120,5,0,0,0,1,2,0,size-based,1120,.1763392857142857,,,,,0
AKLAN,chicken,BANGA,whole (chicken),265,2,g,0,2,2,1,,1765,5,0,1,1,2,2,0,size-based,1765,.1501416430594901,,,,,.2
AKLAN,"crackers, cookies, buiscuits, chips/curls",BANGA,pieces or units,8,,g,0,,1,1,,29,6,0,0,0,1,,,price-quantity,31.00602823244045,.2580143428892933,municipality_median,1,2024m1,1.069173387325533,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",BANGA,pieces or units,8,,g,0,,1,1,,29,6,0,0,0,1,,,price-quantity,30.96647497403565,.2583439027757513,municipality_median,1,2024m2,1.067809481863298,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",BANGA,pieces or units,8,,g,0,,1,1,,29,6,0,0,0,1,,,price-quantity,30.94447486520778,.2585275734956727,municipality_median,1,2024m5,1.067050857420958,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",BANGA,pieces or units,8,,g,0,,1,1,,29,6,0,0,0,1,,,price-quantity,30.94732709492214,.2585037465582172,municipality_median,1,2024m6,1.067149210169729,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",BANGA,putos,59,,g,0,,1,1,,310,4,0,4,4,1,,,price-quantity,331.4437500709152,.1780090889853148,municipality_median,1,2024m1,1.069173387325533,1
AKLAN,"crackers, cookies, buiscuits, chips/curls",BANGA,putos,59,,g,0,,1,1,,310,4,0,4,4,1,,,price-quantity,331.0209393776225,.1782364587295606,municipality_median,1,2024m2,1.067809481863298,1
AKLAN,"crackers, cookies, buiscuits, chips/curls",BANGA,putos,59,,g,0,,1,1,,310,4,0,4,4,1,,,price-quantity,330.7857658004969,.1783631767141516,municipality_median,1,2024m5,1.067050857420958,1
AKLAN,"crackers, cookies, buiscuits, chips/curls",BANGA,putos,59,,g,0,,1,1,,310,4,0,4,4,1,,,price-quantity,330.816255152616,.1783467380488345,municipality_median,1,2024m6,1.067149210169729,1
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BANGA,pieces or units,30,1,g,0,1,1,1,,85,1,0,0,0,1,1,0,size-based,85,.3529411764705883,,,,,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BANGA,putos,30,1,g,0,1,1,1,,60,1,0,0,0,1,1,0,size-based,60,.5,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",BANGA,lipid/lapad,73.125,1,mL,0,2,2,1,,375,6,0,0,0,1,1,1,size-based,375,.195,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",BANGA,lipid/lapad,225,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",BANGA,long-neck,300,1,mL,0,3,3,1,,750,7,0,0,0,1,1,2,size-based,750,.4,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",BANGA,long-neck,440,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",BANGA,long-neck,550,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,loaf bread,BANGA,large packs,80,1,g,0,1,1,1,,640,4,0,0,0,1,1,0,size-based,640,.125,,,,,0
AKLAN,loaf bread,BANGA,medium packs,60,1,g,0,1,1,1,,450,5,0,0,0,1,1,0,size-based,450,.1333333333333333,,,,,0
AKLAN,loaf bread,BANGA,small packs,25,1,g,0,3,3,1,,360,2,0,0,0,1,1,2,size-based,360,.0694444444444444,,,,,0
AKLAN,loaf bread,BANGA,small packs,50,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,loaf bread,BANGA,small packs,110,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,mango,BANGA,pieces or units,60,1,g,0,1,1,1,,260,5,0,0,0,1,1,0,size-based,260,.2307692307692308,,,,,0
AKLAN,mango,BANGA,pieces or units,100,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BANGA,putos,110,,g,0,,1,1,,360,1,0,0,0,1,,,price-quantity,365.9405940594059,.3005952380952381,municipality_median,1,2024m1,1.016501650165016,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BANGA,putos,110,,g,0,,1,1,,360,1,0,0,0,1,,,price-quantity,367.1523178807947,.2996031746031746,municipality_median,1,2024m2,1.019867549668874,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BANGA,putos,110,,g,0,,1,1,,360,1,0,0,0,1,,,price-quantity,347.3684077683678,.3166666787768167,municipality_median,1,2024m5,.9649122438010216,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BANGA,putos,110,,g,0,,1,1,,360,1,0,0,0,1,,,price-quantity,348.8986918156615,.3152777656676278,municipality_median,1,2024m6,.969163032821282,0
AKLAN,cabbage,BATAN,pieces or units,40,1,g,0,3,3,1,,550,8,0,0,0,1,3,0,size-based,550,.0727272727272727,,,,,0
AKLAN,cabbage,BATAN,pieces or units,65,2,g,0,3,3,1,,762.5,8,0,0,0,2,3,0,size-based,762.5,.0852459016393443,,,,,0
AKLAN,cabbage,BATAN,pieces or units,97.5,3,g,0,3,3,1,,1060,7,0,1,1,3,3,0,size-based,1060,.0919811320754717,,,,,.1428571428571428
AKLAN,camote tops,BATAN,bugkos,25,1,g,1,1,1,1,,160,3,0,0,0,1,1,0,size-based,160,.15625,,,,,0
AKLAN,carrot,BATAN,pieces or units,30,1,g,0,1,1,1,,175,15,0,3,3,1,1,0,size-based,175,.1714285714285714,,,,,.2
AKLAN,chicken,BATAN,pieces or units,250,1,g,0,1,1,1,,330,7,1,2,3,1,1,0,size-based,330,.7575757575757576,,,,,.4285714285714285
AKLAN,chicken,BATAN,pieces or units,180,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
AKLAN,chicken,BATAN,whole (chicken),250,1,g,0,1,1,1,,1607.5,6,0,0,0,1,1,0,size-based,1607.5,.1555209953343701,,,,,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",BATAN,pieces or units,64,1,g,0,1,1,1,,48,5,0,1,1,1,1,0,size-based,48,1.333333333333333,,,,,.2
AKLAN,"crackers, cookies, buiscuits, chips/curls",BATAN,putos,62.5,1,g,0,2,2,1,,270,3,0,1,1,1,2,0,size-based,270,.2314814814814815,,,,,.3333333333333333
AKLAN,"crackers, cookies, buiscuits, chips/curls",BATAN,putos,123.25,2,g,0,2,2,1,,300,3,1,3,3,2,2,0,size-based,300,.4108333333333333,,,,,1
AKLAN,fresh fish,BATAN,pieces or units,100,1,g,0,1,1,1,,155,9,1,2,2,1,1,0,size-based,155,.6451612903225806,,,,,.2222222222222222
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BATAN,pieces or units,50,1,mL,0,1,1,1,,110,2,0,0,0,1,1,0,size-based,110,.4545454545454545,,,,,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BATAN,putos,30,1,mL,0,1,1,1,,650,2,0,0,0,1,1,0,size-based,650,.0461538461538462,,,,,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BATAN,putos,125,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BATAN,small cup,60,1,mL,0,1,1,1,,110,2,0,0,0,1,1,0,size-based,110,.5454545454545454,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",BATAN,lipid/lapad,72.5,1,mL,0,3,3,1,,375,3,0,0,0,1,1,2,size-based,375,.1933333333333333,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",BATAN,lipid/lapad,168.75,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",BATAN,lipid/lapad,130,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",BATAN,long-neck,130,1,mL,0,2,2,1,,750,5,0,0,0,1,1,1,size-based,750,.1733333333333333,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",BATAN,long-neck,249.5,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,loaf bread,BATAN,large packs,76.875,1,g,0,2,2,1,,620,3,0,0,0,1,2,0,size-based,620,.123991935483871,,,,,0
AKLAN,loaf bread,BATAN,large packs,160,2,g,0,2,2,1,,670,2,0,0,0,2,2,0,size-based,670,.2388059701492537,,,,,0
AKLAN,loaf bread,BATAN,medium packs,62.5,1,g,0,2,2,1,,450,1,0,0,0,1,1,1,size-based,450,.1388888888888889,,,,,0
AKLAN,loaf bread,BATAN,medium packs,130,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,loaf bread,BATAN,small packs,60,1,g,0,1,1,1,,330,2,0,0,0,1,1,0,size-based,330,.1818181818181818,,,,,0
AKLAN,mango,BATAN,pieces or units,65,1,g,0,1,1,1,,245,15,0,0,0,1,1,0,size-based,245,.2653061224489796,,,,,0
AKLAN,"prawns, lobster, shrimp",BATAN,tumpok,50,1,g,1,1,2,1,,190,2,0,0,0,1,1,0,size-based,190,.2631578947368421,,,,,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAN,cans,85,1,g,0,1,1,1,,152.5,18,0,1,1,1,1,0,size-based,152.5,.5573770491803278,,,,,.0555555555555556
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAN,cans,120,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAN,pieces or units,58.75,1,g,0,2,2,1,,45,1,0,0,0,1,1,1,size-based,45,1.305555555555556,,,,,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAN,pieces or units,98.5,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,,size-based,,,,,,,
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAN,putos,120,1,g,0,1,1,1,,305,4,0,0,0,1,1,0,size-based,305,.3934426229508197,,,,,0
AKLAN,cabbage,BURUANGA,pieces or units,52.5,1,g,0,1,1,1,,625,13,0,1,1,1,1,0,size-based,625,.084,,,,,.0769230769230769
AKLAN,cabbage,BURUANGA,small packs,20,1,g,0,1,1,1,,235,3,0,3,3,1,1,0,size-based,235,.0851063829787234,,,,,1
AKLAN,camote,BURUANGA,binilog,15,1,g,0,1,1,1,,100,8,0,0,0,1,1,0,size-based,100,.15,,,,,0
AKLAN,camote tops,BURUANGA,bundle,25,1,g,1,1,1,1,,897.5,2,1,1,2,1,1,0,size-based,897.5,.0278551532033426,,,,,1
AKLAN,carrot,BURUANGA,pieces or units,32.625,1,g,0,2,2,1,,90,7,0,0,0,1,2,0,size-based,90,.3625,,,,,0
AKLAN,carrot,BURUANGA,pieces or units,73.5,2,g,0,2,2,1,,220,6,0,2,2,2,2,0,size-based,220,.3340909090909091,,,,,.3333333333333333
AKLAN,chicken,BURUANGA,pieces or units,250,1,g,0,1,1,1,,600,3,0,3,3,1,1,0,size-based,600,.4166666666666667,,,,,1
AKLAN,chicken,BURUANGA,pieces or units,200,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
AKLAN,chicken,BURUANGA,whole (chicken),245,1,g,0,3,3,1,,945,3,0,0,0,1,3,0,size-based,945,.2592592592592592,,,,,0
AKLAN,chicken,BURUANGA,whole (chicken),280,2,g,0,3,3,1,,1180,2,0,0,0,2,3,0,size-based,1180,.2372881355932203,,,,,0
AKLAN,chicken,BURUANGA,whole (chicken),350,3,g,0,3,3,1,,1545,2,0,0,0,3,3,0,size-based,1545,.226537216828479,,,,,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",BURUANGA,pack,34,,g,0,,1,1,,98,1,0,1,1,1,,,price-quantity,104.6431881731044,.3249136479266668,province_median,1,2023m12,1.067787634419433,1
AKLAN,"crackers, cookies, buiscuits, chips/curls",BURUANGA,putos,8,,g,0,,3,1,,290,8,0,5,5,1,,,price-quantity,309.6584139816356,.0258349188615118,mp25_price,1,2023m12,1.067787634419433,.625
AKLAN,"crackers, cookies, buiscuits, chips/curls",BURUANGA,putos,32,,g,0,,3,1,,90,8,0,0,0,2,,,price-quantity,96.10088709774897,.332983398659486,mp50_price,1,2023m12,1.067787634419433,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",BURUANGA,putos,70,,g,0,,3,1,,300,8,0,7,7,3,,,price-quantity,320.3362903258299,.2185203553702877,mp75_price,1,2023m12,1.067787634419433,.875
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BURUANGA,pack,30,1,g,0,1,1,1,,60,3,3,0,3,1,1,0,size-based,60,.5,,,,,1
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BURUANGA,small cup,30,1,g,0,1,1,1,,117.5,2,0,0,0,1,1,0,size-based,117.5,.2553191489361702,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",BURUANGA,lipid/lapad,75,1,mL,0,1,1,1,,375,9,0,0,0,1,1,0,size-based,375,.2,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",BURUANGA,long-neck,240,1,mL,0,1,1,1,,750,9,0,0,0,1,1,0,size-based,750,.32,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",BURUANGA,long-neck,130,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
AKLAN,loaf bread,BURUANGA,large packs,50,1,g,0,1,1,1,,600,3,0,0,0,1,1,0,size-based,600,.0833333333333333,,,,,0
AKLAN,loaf bread,BURUANGA,medium packs,60,1,g,0,1,1,1,,450,5,0,0,0,1,1,0,size-based,450,.1333333333333333,,,,,0
AKLAN,loaf bread,BURUANGA,small packs,30,1,g,0,2,2,1,,257.5,2,0,0,0,1,2,0,size-based,257.5,.116504854368932,,,,,0
AKLAN,loaf bread,BURUANGA,small packs,80,2,g,0,2,2,1,,400,2,0,0,0,2,2,0,size-based,400,.2,,,,,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BURUANGA,pieces or units,53.5,1,g,0,1,1,1,,250,3,0,0,0,1,1,0,size-based,250,.214,,,,,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",BURUANGA,putos,120,1,g,0,1,1,1,,225,8,0,0,0,1,1,0,size-based,225,.5333333333333333,,,,,0
AKLAN,cabbage,IBAJAY,pieces or units,50,1,g,0,1,1,1,,627.5,14,0,2,2,1,1,0,size-based,627.5,.0796812749003984,,,,,.1428571428571428
AKLAN,camote,IBAJAY,binilog,15,1,g,0,1,1,1,,150,9,1,3,3,1,1,0,size-based,150,.1,,,,,.3333333333333333
AKLAN,camote tops,IBAJAY,bugkos,20,1,g,1,1,1,1,,162.5,4,0,0,0,1,1,0,size-based,162.5,.1230769230769231,,,,,0
AKLAN,carrot,IBAJAY,pieces or units,39,1,g,0,1,1,1,,145,15,1,3,3,1,1,0,size-based,145,.2689655172413793,,,,,.2
AKLAN,chicken,IBAJAY,pieces or units,200,1,g,0,2,2,1,,172.5,4,0,1,1,1,2,0,size-based,172.5,1.159420289855073,,,,,.25
AKLAN,chicken,IBAJAY,pieces or units,250,2,g,0,2,2,1,,650,3,2,3,3,2,2,0,size-based,650,.3846153846153846,,,,,1
AKLAN,chicken,IBAJAY,whole (chicken),250,1,g,0,1,1,1,,1445,7,0,0,0,1,1,0,size-based,1445,.1730103806228374,,,,,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",IBAJAY,pieces or units,37.5,1,g,0,2,2,1,,27,8,0,0,0,1,2,0,size-based,27,1.388888888888889,,,,,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",IBAJAY,pieces or units,94.5,2,g,0,2,2,1,,74,6,0,4,4,2,2,0,size-based,74,1.277027027027027,,,,,.6666666666666666
AKLAN,"crackers, cookies, buiscuits, chips/curls",IBAJAY,putos,65,,g,0,,1,1,,300,2,0,2,2,1,,,price-quantity,320.7520161976599,.2026487651442991,municipality_median,1,2024m1,1.069173387325533,1
AKLAN,"crackers, cookies, buiscuits, chips/curls",IBAJAY,putos,65,,g,0,,1,1,,300,2,0,2,2,1,,,price-quantity,320.3428445589895,.2029076069717879,municipality_median,1,2024m2,1.067809481863298,1
AKLAN,"crackers, cookies, buiscuits, chips/curls",IBAJAY,putos,65,,g,0,,1,1,,300,2,0,2,2,1,,,price-quantity,320.3921813326758,.2028763614943148,municipality_median,1,2024m3,1.067973937775586,1
AKLAN,"crackers, cookies, buiscuits, chips/curls",IBAJAY,putos,65,,g,0,,1,1,,300,2,0,2,2,1,,,price-quantity,320.1447630509186,.2030331509425998,municipality_median,1,2024m6,1.067149210169729,1
AKLAN,fresh fish,IBAJAY,pieces or units,100,1,g,0,1,1,1,,235,14,1,6,6,1,1,0,size-based,235,.425531914893617,,,,,.4285714285714285
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",IBAJAY,pieces or units,105,1,mL,0,1,1,1,,110,2,0,0,0,1,1,0,size-based,110,.9545454545454546,,,,,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",IBAJAY,putos,50,1,mL,0,1,1,1,,600,3,0,0,0,1,1,0,size-based,600,.0833333333333333,,,,,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",IBAJAY,small cup,90,1,mL,0,1,1,1,,100,3,0,0,0,1,1,0,size-based,100,.9,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",IBAJAY,lipid/lapad,75,1,mL,0,1,1,1,,375,6,0,0,0,1,1,0,size-based,375,.2,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",IBAJAY,lipid/lapad,160,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",IBAJAY,lipid/lapad,225,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,,size-based,,,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",IBAJAY,long-neck,130,1,mL,0,2,2,1,,750,6,0,0,0,1,2,0,size-based,750,.1733333333333333,,,,,0
AKLAN,"liquor (e.g, whisky, coconut wine)",IBAJAY,long-neck,236,2,mL,0,2,2,1,,1000,1,0,0,0,2,2,0,size-based,1000,.236,,,,,0
AKLAN,loaf bread,IBAJAY,large packs,60,1,g,0,1,1,1,,620,3,0,0,0,1,1,0,size-based,620,.0967741935483871,,,,,0
AKLAN,loaf bread,IBAJAY,medium packs,50,1,g,0,1,1,1,,525,2,0,0,0,1,1,0,size-based,525,.0952380952380952,,,,,0
